0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.435864178037859887e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,2.583038089042679827e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,6.679563033292100493e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,1.409603877219380019e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,4.121059975578660051e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,1.494695836072969936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,4.140864190828130176e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.959082813784769658e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,4.805610883377560150e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,6.612457947210499676e-03,3.196609873176899930e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,6.612457947210499676e-03,2.167468694969300058e-01,6.688080715358740019e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,6.612457947210499676e-03,2.167468694969300058e-01,0.000000000000000000e+00,3.746382335619730108e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,6.612457947210499676e-03,2.167468694969300058e-01,0.000000000000000000e+00,4.226459754982659911e-01,4.394999835484800221e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,3.589893249940809966e-02,6.612457947210499676e-03,2.167468694969300058e-01,0.000000000000000000e+00,4.226459754982659911e-01,3.276149074985979653e-02,3.678057902220899789e-01,0.000000000000000000e+00
